Time	Longitude	Latitude		Long Deg	Long Min	Long Sek						0			0		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16213950	93350774	534040465		9	33	30,4644	9,558462333		53	40	24,279	53,67341083		9,558462333	53,67341083		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
